name,clinical trial,accession number,smiles,categories,unii,cas number,kegg drug,pubchem compound,chemspider,bindingdb,rxnav,chebi,chembl,therapeutic targets database,pharmgkb,zinc
Visnadine,phase 2 complete,DB13355,[H][C@@](C)(CC)C(=O)O[C@]1([H])[C@]([H])(OC(C)=O)C2=C(OC1(C)C)C=CC1=C2OC(=O)C=C1,"Benzopyrans / Heterocyclic Compounds, Fused-Ring / Peripheral Vasodilators / Pyrans",0RL4V0K263,477-32-7,,,390669.0,,,10001.0,CHEMBL3989444,,,ZINC000000608130
Mesulfen,Not Available,DB13356,CC1=CC=C2SC3=CC(C)=CC=C3SC2=C1,"Acids / Acids, Noncarboxylic / Anions / Anti-Acne Preparations / Anti-Acne Preparations for Topical Use / Antiparasitic Products, Insecticides and Repellents / Dermatologicals / Ectoparasiticides, Incl. Scabicides / Ectoparasiticides, Incl. Scabicides, Insecticides and Repellents / Electrolytes / Gases / Hydrogen Sulfide / Ions / Preparations Containing Sulfur / Sulfides / Sulfur Compounds / Sulfur Containing Products",EG6V6W7WDD,135-58-0,,,580870.0,,29584.0,134995.0,CHEMBL2106968,,,ZINC000000001690
Styramate,Not Available,DB13357,NC(=O)OCC(O)C1=CC=CC=C1,"Carbamic Acid Esters / Central Nervous System Depressants / Muscle Relaxants / Muscle Relaxants, Centrally Acting Agents / Musculo-Skeletal System",CBK7Y28SP3,94-35-9,,,6918.0,,89818.0,134820.0,CHEMBL2104534,,,
Cibenzoline,Not Available,DB13358,C1C(C2=NCCN2)C1(C1=CC=CC=C1)C1=CC=CC=C1,"Antiarrhythmic agents / Antiarrhythmics, Class I / Antiarrhythmics, Class Ia / Cardiac Therapy / Cardiovascular Agents / Hypoglycemia-Associated Agents / Potential QTc-Prolonging Agents / QTc Prolonging Agents",Z7489237QT,53267-01-9,,,2645.0,50151856.0,21099.0,135083.0,CHEMBL87045,,,
Magnesium aspartate,Not Available,DB13359,,Agents that produce neuromuscular block (indirect) / Alimentary Tract and Metabolism / Magnesium Compounds / Metal cations / Metal divalent cations / Mineral Supplements,R17X820ROL,7018-07-7,,,,,142131.0,,,,,
Tolciclate,Not Available,DB13360,CN(C(=S)OC1=CC=C2[C@H]3CC[C@H](C3)C2=C1)C1=CC(C)=CC=C1,"Acids, Acyclic / Anti-Infective Agents / Antifungal Agents / Antifungals for Dermatological Use / Antifungals for Topical Use / Carbamates / Dermatologicals / Sulfur Compounds",T3TZ02X2AZ,50838-36-3,,,32701068.0,,38372.0,,,,,ZINC000002005627
Trimethyldiphenylpropylamine,Not Available,DB13361,CC(CC(C1=CC=CC=C1)C1=CC=CC=C1)N(C)C,Alimentary Tract and Metabolism / Drugs for Functional Gastrointestinal Disorders,P4X899446U,13957-55-6,,,28729.0,,,136024.0,CHEMBL3707363,,,
Pheneturide,Not Available,DB13362,CCC(C(=O)NC(N)=O)C1=CC=CC=C1,Anticonvulsants / Central Nervous System Agents / Central Nervous System Depressants / Nervous System,878CEJ4HGX,90-49-3,D01190,,65046.0,,,31989.0,CHEMBL2107062,,,
Oxaceprol,Not Available,DB13363,[H][C@]1(O)CN(C(C)=O)[C@@]([H])(C1)C(O)=O,"Acids, Acyclic / Amino Acids / Amino Acids, Cyclic / Amino Acids, Peptides, and Proteins / Antiinflammatory and Antirheumatic Products / Antiinflammatory and Antirheumatic Products, Non-Steroids / Antirheumatic Agents / Dermatologicals / Imines / Imino Acids / Musculo-Skeletal System",Q0XV76B96L,33996-33-7,,,59203.0,,28068.0,,CHEMBL1407356,,,ZINC000000154540
Feprazone,Not Available,DB13364,CC(C)=CCC1C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1,"Agents causing hyperkalemia / Agents that produce hypertension / Analgesics / Analgesics, Non-Narcotic / Anti-Inflammatory Agents / Anti-Inflammatory Agents, Non-Steroidal / Antiinflammatory and Antirheumatic Products / Antiinflammatory and Antirheumatic Products, Non-Steroids / Antiinflammatory Preparations, Non-Steroids for Topical Use / Antirheumatic Agents / Central Nervous System Agents / Musculo-Skeletal System / Nephrotoxic agents / Non COX-2 selective NSAIDS / Peripheral Nervous System Agents / Pyrazoles / Pyrazolones / Sensory System Agents / Topical Products for Joint and Muscular Pain",7BVX6J0CGR,30748-29-9,,,32612.0,,8673.0,31603.0,CHEMBL1452696,,,ZINC000100016068
Calcium lactate gluconate,Not Available,DB13365,,Alimentary Tract and Metabolism / Calcium Salts / Mineral Supplements,472LWJ3Y9N,11116-97-5,,,,,,,,,,
Hydrochloric acid,phase 4 complete,DB13366,Cl,"Acid Preparations / Acids / Acids, Noncarboxylic / Alimentary Tract and Metabolism / Blood and Blood Forming Organs / Blood Substitutes and Perfusion Solutions / Chlorine Compounds / Digestives, Incl. Enzymes / Electrolyte Solutions / I.V. Solution Additives",QTT17582CB,7647-01-0,,,307.0,,5486.0,17883.0,CHEMBL1231821,,,
Cloricromen,Not Available,DB13367,CCOC(=O)COC1=CC=C2C(C)=C(CCN(CC)CC)C(=O)OC2=C1Cl,"Antiplatelet agents / Benzopyrans / Blood and Blood Forming Organs / Coumarins / Hematologic Agents / Heterocyclic Compounds, Fused-Ring / Platelet Aggregation Inhibitors Excl. Heparin / Pyrans",B9454PE93C,68206-94-0,,,62108.0,,,135628.0,CHEMBL255066,,,ZINC000000576842
Motretinide,Not Available,DB13368,CCNC(=O)\C=C(/C)\C=C\C=C(/C)\C=C\C1=C(C)C=C(OC)C(C)=C1C,"Alkenes / Anti-Acne Preparations / Anti-Acne Preparations for Topical Use / Biological Factors / Carotenoids / Cyclohexanes / Cyclohexenes / Cycloparaffins / Dermatologicals / Hydrocarbons, Acyclic / Pigments, Biological / Polyenes / Retinoids / Retinoids for Topical Use in Acne / Terpenes / Vitamin A / Vitamins / Vitamins (Fat Soluble)",W786807KL1,56281-36-8,,,4880635.0,,,135490.0,CHEMBL519260,,,ZINC000003812940
Benzilone,Not Available,DB13369,CC[N+]1(CC)CCC(C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,"Agents producing tachycardia / Alimentary Tract and Metabolism / Anticholinergic Agents / Drugs for Functional Gastrointestinal Disorders / Muscarinic Antagonists / Synthetic Anticholinergics, Quaternary Ammonium Compounds",GY56LQX77B,16175-92-1,,,59632.0,,,135496.0,CHEMBL2110788,,,
Bromisoval,Not Available,DB13370,CC(C)C(Br)C(=O)NC(N)=O,Central Nervous System Agents / Central Nervous System Depressants / Hypnotics and Sedatives / Nervous System / Psycholeptics,469GW8R486,496-67-3,,,2353.0,,,77043.0,CHEMBL1515611,,,
Difenpiramide,Not Available,DB13371,O=C(CC1=CC=C(C=C1)C1=CC=CC=C1)NC1=CC=CC=N1,"Acetates / Acetic Acid Derivatives and Related Substances / Acids, Acyclic / Agents causing hyperkalemia / Agents that produce hypertension / Amides / Analgesics / Analgesics, Non-Narcotic / Anti-Inflammatory Agents / Anti-Inflammatory Agents, Non-Steroidal / Antiinflammatory and Antirheumatic Products / Antiinflammatory and Antirheumatic Products, Non-Steroids / Antirheumatic Agents / Central Nervous System Agents / Fatty Acids / Fatty Acids, Volatile / Lipids / Musculo-Skeletal System / Nephrotoxic agents / Non COX-2 selective NSAIDS / Peripheral Nervous System Agents / Sensory System Agents",Q6U5F6E1QL,51484-40-3,,,90781.0,97007.0,,76130.0,CHEMBL1489662,,,ZINC000000001293
Acriflavinium chloride,Not Available,DB13373,,"Anti-Infective Agents, Local / Throat Preparations",1S73VW819C,69235-50-3,,,,,1664337.0,,,,,
Vincamine,Not Available,DB13374,[H][C@]12N3CCC[C@@]1(CC)C[C@@](O)(N1C4=CC=CC=C4C(CC3)=C21)C(=O)OC,"Alkaloids / Antihypertensive Agents / Antineoplastic Agents / Cardiovascular Agents / Heterocyclic Compounds, Fused-Ring / Indole Alkaloids / Indoles / Peripheral Vasodilators / Secologanin Tryptamine Alkaloids / Vasodilating Agents / Vinca Alkaloids",996XVD0JHT,1617-90-9,,15376.0,14635.0,,11201.0,9985.0,CHEMBL1165342,,,ZINC000001069082
Succinimide,Not Available,DB13376,O=C1CCC(=O)N1,Genito Urinary System and Sex Hormones / Imides / Pyrrolidines / Pyrrolidinones / Urologicals,10X90O3503,123-56-8,,,10955.0,7814.0,,9307.0,CHEMBL275661,,,ZINC000005133396
Vinbarbital,Not Available,DB13377,CC\C=C(/C)C1(CC)C(=O)NC(=O)NC1=O,"Barbiturates, Plain / Central Nervous System Depressants / Hypnotics and Sedatives / Nervous System / Psycholeptics",7NZH2C1T6O,125-42-8,,,4447681.0,,89811.0,,CHEMBL503565,,,ZINC000001707332
Norfenefrine,Not Available,DB13378,NCC(O)C1=CC(O)=CC=C1,Adrenergic Agents / Adrenergic Agonists / Adrenergic alpha-Agonists / Adrenergic and Dopaminergic Agents / Agents producing tachycardia / Agents that produce hypertension / Alcohols / Amines / Amino Alcohols / Biogenic Amines / Biogenic Monoamines / Cardiac Stimulants Excl. Cardiac Glycosides / Cardiac Therapy / Ethanolamines / Ethylamines / Neurotransmitter Agents / Phenethylamines,D2P3M6SRN5,536-21-0,,,4379.0,,31988.0,134779.0,CHEMBL358040,,,
Chiniofon,Not Available,DB13379,[Na+].OC([O-])=O.OC1=C(I)C=C(C2=CC=CN=C12)S(O)(=O)=O,"Antiparasitic Products, Insecticides and Repellents / Antiprotozoals / Heterocyclic Compounds, Fused-Ring / Quinolines",98F8Y85B6W,8002-90-2,,,10574.0,,,,CHEMBL2104146,,,
Difemerine,Not Available,DB13380,CN(C)C(C)(C)COC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,"Acids, Carbocyclic / Agents producing tachycardia / Alimentary Tract and Metabolism / Anticholinergic Agents / Diphenylacetic Acids / Drugs for Functional Gastrointestinal Disorders / Hydroxy Acids / Muscarinic Antagonists / Phenylacetates / Synthetic Anticholinergics, Esters With Tertiary Amino Group",843C4UPZ2F,80387-96-8,,,144764.0,,163406.0,,,,,ZINC000004215639
Chlorproethazine,Not Available,DB13382,CCN(CC)CCCN1C2=CC=CC=C2SC2=C1C=C(Cl)C=C2,"Antipsychotic Agents / Central Nervous System Agents / Central Nervous System Depressants / Heterocyclic Compounds, Fused-Ring / Muscle Relaxants / Muscle Relaxants, Centrally Acting Agents / Nervous System / Neuromuscular Agents / Neurotoxic agents / Peripheral Nervous System Agents / Phenothiazines / Phenothiazines With Aliphatic Side-Chain / Psycholeptics / Sulfur Compounds",960NX27Z07,84-01-5,,,59173.0,86724.0,59860.0,135464.0,CHEMBL52125,,,ZINC000000001135
Diiodohydroxypropane,Not Available,DB13383,OC(CI)CI,Alcohols / Antiseptics and Disinfectants / Dermatologicals / Iodine Products,1Z11279H67,534-08-7,,,61592.0,,,135970.0,CHEMBL3707258,,,ZINC000005178438
Melitracen,Not Available,DB13384,CN(C)CCC=C1C2=CC=CC=C2C(C)(C)C2=CC=CC=C12,"Agents that produce hypertension / Agents that reduce seizure threshold / Antidepressive Agents / Antidepressive Agents, Tricyclic / Central Nervous System Depressants / Cytochrome P-450 CYP2B6 Substrates / Cytochrome P-450 Substrates / Nervous System / Neurotoxic agents / Non-Selective Monoamine Reuptake Inhibitors / Psychoanaleptics / Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome",Q7T0Y1109Z,5118-29-6,,,23697.0,112783.0,446248.0,135214.0,CHEMBL110094,,,ZINC000001482101
Dihydroergocryptine,Not Available,DB13385,,"Agents that produce hypertension / Alkaloids / Anti-Parkinson Drugs / Cardiovascular Agents / Cytochrome P-450 CYP3A Substrates / Cytochrome P-450 CYP3A4 Substrates / Cytochrome P-450 CYP3A4 Substrates (strength unknown) / Cytochrome P-450 Substrates / Dopamine Agents / Dopamine Agonists / Ergot Alkaloids and Derivatives / Ergot-derivative Dopamine Receptor Agonists / Ergotamines / Heterocyclic Compounds, Fused-Ring / Nervous System / Neurotransmitter Agents / Vasodilating Agents",67V3FSL2GL,,,,,,3417.0,,,,,
Epimestrol,Not Available,DB13386,COC1=CC=C2[C@H]3CC[C@]4(C)[C@H](O)[C@H](O)C[C@H]4[C@@H]3CCC2=C1,"Estranes / Estrenes / Estrogens / Fused-Ring Compounds / Genito Urinary System and Sex Hormones / Hormones / Hormones, Hormone Substitutes, and Hormone Antagonists / Ovulation Stimulants, Synthetic / Sex Hormones and Modulators of the Genital System / Steroids",7IVE3SDZ38,7004-98-0,,,214111.0,,,34738.0,CHEMBL2106236,,,ZINC000004215816
Hematin,phase 1 complete,DB13387,[OH-].[Fe+3].CC1=C2[N-]C(\C=C3/N=C(/C=C4\[N-]\C(=C/C5=N/C(=C\2)/C(C=C)=C5C)C(C=C)=C4C)C(C)=C3CCC(O)=O)=C1CCC(O)=O,"Biological Factors / Blood and Blood Forming Organs / Heme / Heterocyclic Compounds, Fused-Ring / Metalloporphyrins / Pigments, Biological / Porphyrins",0WP180G15G,15489-90-4,,,16736140.0,,,36161.0,,,,
Phenylmercuric nitrate,Not Available,DB13388,[O-][N+](=O)O[Hg]C1=CC=CC=C1,Dermatologicals / Medicated Dressings / Medicated Dressings With Antiinfectives,CG8692ZN14,55-68-5,,,8016574.0,,89722.0,136021.0,,,,
Iopydol,Not Available,DB13389,OCC(O)CN1C=C(I)C(=O)C(I)=C1,"Contrast Media / Non-Watersoluble X-Ray Contrast Media / X-Ray Contrast Media, Iodinated",T4661K682A,5579-92-0,,,20443.0,,,136000.0,CHEMBL2104393,,,
Levoverbenone,Not Available,DB13391,[H][C@]12C[C@]([H])(C(=O)C=C1C)C2(C)C,Cough and Cold Preparations / Expectorants,2XP0J7754U,1196-01-6,,,83838.0,,,78316.0,CHEMBL2426701,,,ZINC000000967601
Merbromin,Not Available,DB13392,[Na+].[Na+].O[Hg]C1=C([O-])C(Br)=CC2=C1OC1=CC(=O)C(Br)=CC1=C2C1=CC=CC=C1C([O-])=O,Antiseptics and Disinfectants / Dermatologicals / Mercurial Products / Organomercury Compounds / Organometallic Compounds,M0T18YH28D,129-16-8,D00861,2724062.0,8029248.0,,6762.0,6763.0,,,,
Emetine,Not Available,DB13393,[H][C@]1(C[C@@]2([H])C[C@]3([H])N(CCC4=CC(OC)=C(OC)C=C34)C[C@]2([H])CC)NCCC2=CC(OC)=C(OC)C=C12,"Agents Causing Muscle Toxicity / Alkaloids / Amebicides / Anti-Infective Agents / Antinematodal Agents / Antiparasitic Agents / Antiparasitic Products, Insecticides and Repellents / Antiprotozoals / Autonomic Agents / Central Nervous System Agents / Emetics / Enzyme Inhibitors / Gastrointestinal Agents / Heterocyclic Compounds, Fused-Ring / Isoquinolines / Peripheral Nervous System Agents / Protein Synthesis Inhibitors",X8D5EPO80M,483-18-1,,,9802.0,50216297.0,3820.0,4781.0,CHEMBL50588,,,ZINC000003830747
Adrenalone,Not Available,DB13394,CNCC(=O)C1=CC(O)=C(O)C=C1,Alcohols / Alimentary Tract and Metabolism / Amines / Amino Alcohols / Benzene Derivatives / Biogenic Amines / Biogenic Monoamines / Blood and Blood Forming Organs / Cardiovascular Agents / Catecholamines / Catechols / Coagulants / Ethanolamines / Hematologic Agents / Hemostatics / Local Hemostatics / Phenols / Stomatological Preparations / Vasoconstrictor Agents,EGU41QL329,99-45-6,,,7158.0,94970.0,17073.0,134821.0,CHEMBL2103996,,,ZINC000034781660
Eprozinol,Not Available,DB13395,COC(CN1CCN(CCC(O)C2=CC=CC=C2)CC1)C1=CC=CC=C1,Drugs for Obstructive Airway Diseases,IJ21AK8IVJ,32665-36-4,,,109268.0,,24274.0,135497.0,CHEMBL2107691,,,
Neocitrullamon,Not Available,DB13396,NC(CCCN1C(=O)NC(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1)C(O)=O,Anticonvulsants / Central Nervous System Depressants / Hydantoins / Nervous System / Thyroxine-binding globulin substrates,7L5LMT7B2H,38964-88-4,,,2341748.0,,,134734.0,CHEMBL3707389,,,
Prenoxdiazine,Not Available,DB13397,C(CC1=NC(CC(C2=CC=CC=C2)C2=CC=CC=C2)=NO1)N1CCCCC1,Cough and Cold Preparations,S491HH391H,47543-65-7,,,107586.0,,,135527.0,CHEMBL2105302,,,ZINC000000538227
Oxyfedrine,Not Available,DB13398,COC1=CC(=CC=C1)C(=O)CCN[C@@H](C)[C@H](O)C1=CC=CC=C1,"Adrenergic Agents / Adrenergic Agonists / Adrenergic beta-Agonists / Agents producing tachycardia / Agents that produce hypertension / Alcohols / Amines / Amino Alcohols / Cardiac Therapy / Cardiotonic Agents / Cardiovascular Agents / Compounds used in a research, industrial, or household setting / Ethylamines / Ketones / Neurotransmitter Agents / Phenethylamines / Propanolamines / Propanols / Propiophenones / Protective Agents / Vasodilating Agents / Vasodilators Used in Cardiac Diseases",DWL616XF1K,15687-41-9,,,4590049.0,,7805.0,135343.0,CHEMBL1651913,,,ZINC000002018339
Terguride,Not Available,DB13399,[H][C@@]12CC3=CNC4=CC=CC(=C34)[C@@]1([H])C[C@@H](CN2C)NC(=O)N(CC)CC,"Agents that produce hypertension / Alkaloids / Cytochrome P-450 CYP3A Substrates / Cytochrome P-450 CYP3A4 Substrates / Cytochrome P-450 Substrates / Dopamine Agents / Ergolines / Ergot Alkaloids and Derivatives / Genito Urinary System and Sex Hormones / Heterocyclic Compounds, Fused-Ring / Neurotransmitter Agents / Prolactine Inhibitors",21OJT43Q88,37686-84-3,D01348,,392004.0,50017519.0,,32193.0,CHEMBL73151,,,ZINC000003811327
Linsidomine,Not Available,DB13400,[NH-]C1=C[N+](=NO1)N1CCOCC1,"Antihypertensive Agents / Antiplatelet agents / Cardiac Therapy / Cardiovascular Agents / Enzyme Inhibitors / Hematologic Agents / Morpholines / Nitric Oxide Donors / Oxadiazoles / Oxazines / Oxazoles / Sodium-Potassium-Exchanging ATPase, antagonists & inhibitors / Sydnones / Vasodilating Agents / Vasodilators Used in Cardiac Diseases",5O5U71P6VQ,33876-97-0,,,10561427.0,83470.0,,136004.0,CHEMBL1189150,,,
Metildigoxin,Not Available,DB13401,[H][C@@]1(CC[C@]2(O)[C@]3([H])CC[C@]4([H])C[C@]([H])(CC[C@]4(C)[C@@]3([H])C[C@@]([H])(O)[C@]12C)O[C@@]1([H])C[C@]([H])(O)[C@]([H])(O[C@@]2([H])C[C@]([H])(O)[C@]([H])(O[C@@]3([H])C[C@]([H])(O)[C@]([H])(OC)[C@@]([H])(C)O3)[C@@]([H])(C)O2)[C@@]([H])(C)O1)C1=CC(=O)OC1,"Antiarrhythmic agents / Carbohydrates / Cardanolides / Cardenolides / Cardiac Glycosides / Cardiac Therapy / Cardiotonic Agents / Cardiovascular Agents / Compounds used in a research, industrial, or household setting / Digitalis Glycosides / Digoxin and derivatives / Enzyme Inhibitors / Fused-Ring Compounds / Glycosides / Protective Agents / Steroids",I7GG1YUC5V,30685-43-9,,,392000.0,,6686.0,135885.0,CHEMBL1697843,,,ZINC000254011770
Acetylglycinamide chloral hydrate,Not Available,DB13402,OC(O)C(Cl)(Cl)Cl.CC(=O)NCC(O)=O,Central Nervous System Depressants / Hypnotics and Sedatives / Nervous System / Psycholeptics,6WZ3595RLZ,17427-14-4,,,32698138.0,,,,,,,
Oxypertine,Not Available,DB13403,COC1=C(OC)C=C2C(NC(C)=C2CCN2CCN(CC2)C2=CC=CC=C2)=C1,Antipsychotic Agents / Central Nervous System Depressants / Indole Derivatives / Nervous System / Neurotoxic agents / Psycholeptics,5JGL4G25R7,153-87-7,,,4479.0,,7815.0,31952.0,CHEMBL2107011,,,ZINC000000538144
Edetate sodium,Not Available,DB13404,[Na+].[Na+].[Na+].[Na+].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O,Ophthalmologicals / Sensory Organs,MP1J8420LU,64-02-8,,,5914.0,,,,CHEMBL2104344,,,
Mefruside,Not Available,DB13405,CN(CC1(C)CCCO1)S(=O)(=O)C1=CC(=C(Cl)C=C1)S(N)(=O)=O,"Amides / Cardiovascular Agents / Diuretics / Low-Ceiling Diuretics, Excl. Thiazides / Natriuretic Agents / Sulfonamides / Sulfones / Sulfur Compounds",X1NS9SNS92,7195-27-9,,,3907.0,,6696.0,31809.0,CHEMBL2105131,,,
Carbutamide,Not Available,DB13406,CCCCNC(=O)NS(=O)(=O)C1=CC=C(N)C=C1,Alimentary Tract and Metabolism / Blood Glucose Lowering Agents / Cytochrome P-450 CYP2C9 Substrates / Cytochrome P-450 Substrates / Drugs Used in Diabetes / Sulfones / Sulfonylureas / Sulfur Compounds,E3K8P4869P,339-43-5,,,9189.0,,2068.0,135118.0,CHEMBL448570,,,ZINC000001764156
Nifenazone,Not Available,DB13407,CN1N(C(=O)C(NC(=O)C2=CC=CN=C2)=C1C)C1=CC=CC=C1,"Agents causing hyperkalemia / Agents that produce hypertension / Analgesics / Analgesics, Non-Narcotic / Anti-Inflammatory Agents / Anti-Inflammatory Agents, Non-Steroidal / Antiinflammatory Preparations, Non-Steroids for Topical Use / Antirheumatic Agents / Central Nervous System Agents / Musculo-Skeletal System / Nephrotoxic agents / Nervous System / Nicotinic Acids / Non COX-2 selective NSAIDS / Peripheral Nervous System Agents / Pyrazoles / Pyrazolones / Pyridines / Sensory System Agents / Topical Products for Joint and Muscular Pain",8780F0K71U,2139-47-1,,,4332.0,,,31910.0,CHEMBL1413176,,,ZINC000000057417
Methylpropylpropanediol dinitrate,Not Available,DB13408,CCCC(C)(CO[N+]([O-])=O)CO[N+]([O-])=O,Antianginal Agents / Cardiac Therapy / Organic Nitrates / Vasodilating Agents / Vasodilators Used in Cardiac Diseases,C317706XA7,10605-24-0,,,23742.0,,,,,,,
Rokitamycin,Not Available,DB13409,CCCC(=O)O[C@H]1[C@H](C)O[C@H](C[C@@]1(C)OC(=O)CC)O[C@@H]1[C@@H](C)O[C@@H](O[C@H]2[C@@H](CC=O)C[C@@H](C)[C@@H](O)\C=C\C=C\C[C@@H](C)OC(=O)C[C@@H](O)[C@@H]2OC)[C@H](O)[C@H]1N(C)C,"Anti-Bacterial Agents / Antibacterials for Systemic Use / Antiinfectives for Systemic Use / Cytochrome P-450 CYP3A Inhibitors / Cytochrome P-450 CYP3A4 Inhibitors / Cytochrome P-450 CYP3A4 Inhibitors (strength unknown) / Cytochrome P-450 Enzyme Inhibitors / Lactones / Macrolides / Macrolides, Lincosamides and Streptogramins / Polyketides",ZPT03UEM0E,74014-51-0,,,4445397.0,,,32103.0,CHEMBL1908350,,,ZINC000169676935
Guanoxabenz,Not Available,DB13410,ONC(=N)N\N=C\C1=C(Cl)C=CC=C1Cl,"Amidines / Antiadrenergic Agents, Peripherally Acting / Antihypertensive Agents / Guanidine Derivatives / Guanidines",P9HIK5V7WK,24047-25-4,,,7842543.0,,,,CHEMBL461343,,,ZINC000005784328
Lofepramine,Not Available,DB13411,CN(CCCN1C2=CC=CC=C2CCC2=CC=CC=C12)CC(=O)C1=CC=C(Cl)C=C1,"Agents that produce hypertension / Agents that reduce seizure threshold / Antidepressive Agents / Antidepressive Agents, Tricyclic / Central Nervous System Agents / Central Nervous System Depressants / Cytochrome P-450 CYP2B6 Substrates / Cytochrome P-450 Substrates / Dibenzazepines / Heterocyclic Compounds, Fused-Ring / Nervous System / Neurotoxic agents / Non-Selective Monoamine Reuptake Inhibitors / Psychoanaleptics / Psychotropic Drugs / Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome",OCA4JT7PAW,23047-25-8,,,3810.0,82437.0,6465.0,47782.0,CHEMBL87708,,,ZINC000001542929
Pirisudanol,Not Available,DB13412,CN(C)CCOC(=O)CCC(=O)OCC1=C(CO)C(O)=C(C)N=C1,"Nervous System / Psychoanaleptics / Psychostimulants, Agents Used for Adhd and Nootropics",W618Z2SMVL,33605-94-6,,,59202.0,,35097.0,135442.0,CHEMBL2104859,,,
Phenglutarimide,Not Available,DB13413,CCN(CC)CCC1(CCC(=O)NC1=O)C1=CC=CC=C1,Agents producing tachycardia / Anti-Parkinson Drugs / Anticholinergic Agents / Cholinergic Agents / Muscarinic Antagonists / Nervous System / Neurotransmitter Agents / Piperidines / Piperidones / Tertiary Amines,679RC9H8TG,1156-05-4,,,92737.0,,,135195.0,CHEMBL1096643,,,
Fenyramidol,Not Available,DB13414,OC(CNC1=CC=CC=N1)C1=CC=CC=C1,"Central Nervous System Depressants / Muscle Relaxants / Muscle Relaxants, Centrally Acting Agents / Musculo-Skeletal System",R3V02WL7O3,553-69-5,,,9098.0,235694.0,,134888.0,CHEMBL1697767,,,
Pentetrazol,phase 1 complete,DB13415,C1CCN2N=NN=C2CC1,Azepines / Central Nervous System Agents / Central Nervous System Stimulants / Convulsants / GABA Agents / GABA Antagonists / Neurotransmitter Agents / Respiratory System Agents,WM5Z385K7T,54-95-5,,,5704.0,50240031.0,8015.0,34910.0,CHEMBL116943,,,ZINC000000001905
Sulbutiamine,Not Available,DB13416,CC(C)C(=O)OCC\C(SS\C(CCOC(=O)C(C)C)=C(/C)N(CC1=C(N)N=C(C)N=C1)C=O)=C(\C)N(CC1=C(N)N=C(C)N=C1)C=O,Alimentary Tract and Metabolism / Pyrimidines / Sulfur Compounds / Thiazoles / Vitamin B Complex / Vitamins,42NCM1BW43,3286-46-2,,3002120.0,2273322.0,,37317.0,31290.0,CHEMBL1874002,,,ZINC000072135087
Morinamide,Not Available,DB13417,O=C(NCN1CCOCC1)C1=NC=CN=C1,Antiinfectives for Systemic Use / Antimycobacterials / Drugs for Treatment of Tuberculosis,8CFL28PA3W,952-54-5,,,63555.0,,,134914.0,CHEMBL1697759,,,ZINC000021673450
Moxestrol,Not Available,DB13418,CO[C@H]1C[C@@]2(C)[C@@H](CC[C@@]2(O)C#C)[C@@H]2CCC3=CC(O)=CC=C3[C@@H]12,"Estradiol Congeners / Estrogen Antagonists / Estrogenic Steroids, Alkylated / Estrogens / Fused-Ring Compounds / Genito Urinary System and Sex Hormones / Gonadal Hormones / Gonadal Steroid Hormones / Hormone Antagonists / Hormones / Hormones, Hormone Substitutes, and Hormone Antagonists / Norpregnanes / Norpregnatrienes / Norsteroids / Sex Hormones and Modulators of the Genital System / Steroids / Synthetic Estrogens, Plain",6923NT44OW,34816-55-2,,,10128336.0,50218560.0,,34857.0,CHEMBL1628161,,,ZINC000003815417
Troxipide,Not Available,DB13419,COC1=CC(=CC(OC)=C1OC)C(=O)NC1CCCNC1,Alimentary Tract and Metabolism / Drugs for Acid Related Disorders / Drugs for Peptic Ulcer and Gastro-Oesophageal Reflux Disease (Gord),W6QJX1Q00Z,30751-05-4,,,5395.0,,,32271.0,CHEMBL1566956,,,
Thiazinam,Not Available,DB13420,CC(CN1C2=CC=CC=C2SC2=CC=CC=C12)[N+](C)(C)C,"Amines / Antihistamines for Systemic Use / Antipsychotic Agents / Central Nervous System Depressants / Heterocyclic Compounds, Fused-Ring / Neurotoxic agents / Phenothiazine Derivatives / Phenothiazines / Propylamines / Sulfur Compounds",666W2P28N2,2338-21-8,,,5794.0,,,135268.0,CHEMBL2111135,,,
Nicofuranose,Not Available,DB13422,[H][C@]1(COC(=O)C2=CN=CC=C2)O[C@](O)(COC(=O)C2=CN=CC=C2)[C@@]([H])(OC(=O)C2=CN=CC=C2)[C@]1([H])OC(=O)C1=CN=CC=C1,"Cardiovascular Agents / Lipid Modifying Agents / Lipid Modifying Agents, Plain / Nicotinic Acid and Derivatives / Nicotinic Acids / Pyridines / Vasodilating Agents",GF99P6327K,15351-13-0,,,23791.0,,104486.0,135846.0,CHEMBL1697844,,,ZINC000004217093
Ferric hydroxide,Not Available,DB13423,[OH-].[OH-].[OH-].[Fe+3],"Antianemic Preparations / Blood and Blood Forming Organs / Iron Compounds / Iron Preparations / Iron Trivalent, Oral Preparations / Organometallic Compounds",2UA751211N,1309-33-7,,,66593.0,,1428835.0,135985.0,CHEMBL3707285,,,
